date,user_id,variant,channel,segment,step
2025-11-08,u1783,test,email,returning,impression
2025-11-08,u1784,test,email,returning,impression
2025-11-08,u1785,test,email,returning,impression
2025-11-08,u1786,test,email,returning,impression
2025-11-08,u1787,test,email,returning,impression
2025-11-08,u1788,test,email,returning,impression
2025-11-08,u1789,test,push,new,impression
2025-11-08,u1790,test,push,new,impression
2025-11-08,u1791,test,push,new,impression
2025-11-08,u1792,test,push,new,impression
2025-11-08,u1793,test,push,new,impression
2025-11-08,u1794,test,push,new,impression
2025-11-08,u1795,test,push,new,impression
2025-11-08,u1796,test,push,new,impression
2025-11-08,u1797,test,push,new,impression
2025-11-08,u1798,test,push,new,impression
2025-11-08,u1798,test,push,new,click
2025-11-08,u1799,test,push,new,impression
2025-11-08,u1800,test,push,new,impression
2025-11-08,u1801,test,push,new,impression
2025-11-08,u1802,test,push,new,impression
2025-11-08,u1803,test,push,new,impression
2025-11-08,u1803,test,push,new,click
2025-11-08,u1804,test,push,new,impression
2025-11-08,u1805,test,push,new,impression
2025-11-08,u1806,test,push,returning,impression
2025-11-08,u1807,test,push,returning,impression
2025-11-08,u1808,test,push,returning,impression
2025-11-08,u1809,test,push,returning,impression
2025-11-08,u1810,test,push,returning,impression
2025-11-08,u1811,test,push,returning,impression
2025-11-08,u1812,test,push,returning,impression
2025-11-08,u1813,test,push,returning,impression
2025-11-08,u1814,test,push,returning,impression
2025-11-08,u1815,test,push,returning,impression
2025-11-08,u1816,test,push,returning,impression
2025-11-08,u1816,test,push,returning,click
2025-11-08,u1817,test,push,returning,impression
2025-11-08,u1818,test,push,returning,impression
2025-11-08,u1819,test,push,returning,impression
2025-11-08,u1820,test,push,returning,impression
2025-11-08,u1821,test,push,returning,impression
2025-11-08,u1822,test,push,returning,impression
2025-11-08,u1823,test,push,returning,impression
2025-11-08,u1824,test,web,new,impression
2025-11-08,u1825,test,web,new,impression
2025-11-08,u1826,test,web,new,impression
2025-11-08,u1827,test,web,new,impression
2025-11-08,u1828,test,web,new,impression
2025-11-08,u1829,test,web,new,impression
2025-11-08,u1830,test,web,new,impression
2025-11-08,u1831,test,web,new,impression
2025-11-08,u1832,test,web,new,impression
2025-11-08,u1833,test,web,new,impression
2025-11-08,u1834,test,web,new,impression
2025-11-08,u1835,test,web,new,impression
2025-11-08,u1836,test,web,new,impression
2025-11-08,u1837,test,web,new,impression
2025-11-08,u1838,test,web,new,impression
2025-11-08,u1839,test,web,new,impression
2025-11-08,u1840,test,web,new,impression
2025-11-08,u1841,test,web,new,impression
2025-11-08,u1842,test,web,new,impression
2025-11-08,u1843,test,web,new,impression
2025-11-08,u1844,test,web,new,impression
2025-11-08,u1845,test,web,new,impression
2025-11-08,u1846,test,web,returning,impression
2025-11-08,u1847,test,web,returning,impression
2025-11-08,u1848,test,web,returning,impression
2025-11-08,u1849,test,web,returning,impression
2025-11-08,u1850,test,web,returning,impression
2025-11-08,u1851,test,web,returning,impression
2025-11-08,u1852,test,web,returning,impression
2025-11-08,u1853,test,web,returning,impression
2025-11-08,u1853,test,web,returning,click
2025-11-08,u1853,test,web,returning,apply
2025-11-08,u1854,test,web,returning,impression
2025-11-08,u1854,test,web,returning,click
2025-11-08,u1855,test,web,returning,impression
2025-11-08,u1856,test,web,returning,impression
2025-11-08,u1857,test,web,returning,impression
2025-11-08,u1858,test,web,returning,impression
2025-11-08,u1859,test,web,returning,impression
2025-11-08,u1860,test,web,returning,impression
2025-11-08,u1861,test,web,returning,impression
2025-11-08,u1862,test,web,returning,impression
2025-11-08,u1863,test,web,returning,impression
2025-11-08,u1864,test,web,returning,impression
2025-11-08,u1865,test,web,returning,impression
2025-11-08,u1866,test,web,returning,impression
2025-11-08,u1867,test,web,returning,impression
2025-11-08,u1868,test,web,returning,impression
2025-11-09,u1869,control,email,new,impression
2025-11-09,u1869,control,email,new,click
2025-11-09,u1870,control,email,new,impression
2025-11-09,u1871,control,email,new,impression
2025-11-09,u1872,control,email,new,impression
2025-11-09,u1873,control,email,new,impression
2025-11-09,u1874,control,email,new,impression
2025-11-09,u1875,control,email,new,impression
2025-11-09,u1876,control,email,new,impression
2025-11-09,u1877,control,email,new,impression
2025-11-09,u1878,control,email,new,impression
2025-11-09,u1878,control,email,new,click
2025-11-09,u1879,control,email,new,impression
2025-11-09,u1880,control,email,new,impression
2025-11-09,u1881,control,email,new,impression
2025-11-09,u1882,control,email,new,impression
2025-11-09,u1883,control,email,new,impression
2025-11-09,u1884,control,email,new,impression
2025-11-09,u1884,control,email,new,click
2025-11-09,u1885,control,email,new,impression
2025-11-09,u1886,control,email,new,impression
2025-11-09,u1887,control,email,new,impression
2025-11-09,u1888,control,email,new,impression
2025-11-09,u1889,control,email,new,impression
2025-11-09,u1890,control,email,new,impression
2025-11-09,u1891,control,email,new,impression
2025-11-09,u1892,control,email,returning,impression
2025-11-09,u1893,control,email,returning,impression
2025-11-09,u1894,control,email,returning,impression
2025-11-09,u1895,control,email,returning,impression
2025-11-09,u1896,control,email,returning,impression
2025-11-09,u1897,control,email,returning,impression
2025-11-09,u1898,control,email,returning,impression
2025-11-09,u1899,control,email,returning,impression
2025-11-09,u1900,control,email,returning,impression
2025-11-09,u1901,control,email,returning,impression
2025-11-09,u1902,control,email,returning,impression
2025-11-09,u1903,control,email,returning,impression
2025-11-09,u1904,control,email,returning,impression
2025-11-09,u1905,control,email,returning,impression
2025-11-09,u1906,control,email,returning,impression
2025-11-09,u1907,control,email,returning,impression
2025-11-09,u1908,control,email,returning,impression
2025-11-09,u1909,control,email,returning,impression
2025-11-09,u1910,control,email,returning,impression
2025-11-09,u1911,control,email,returning,impression
2025-11-09,u1912,control,email,returning,impression
2025-11-09,u1913,control,email,returning,impression
2025-11-09,u1914,control,email,returning,impression
2025-11-09,u1915,control,email,returning,impression
2025-11-09,u1916,control,push,new,impression
2025-11-09,u1917,control,push,new,impression
2025-11-09,u1918,control,push,new,impression
2025-11-09,u1919,control,push,new,impression
2025-11-09,u1920,control,push,new,impression
2025-11-09,u1920,control,push,new,click
2025-11-09,u1921,control,push,new,impression
2025-11-09,u1922,control,push,new,impression
2025-11-09,u1923,control,push,new,impression
2025-11-09,u1924,control,push,new,impression
2025-11-09,u1925,control,push,new,impression
2025-11-09,u1926,control,push,new,impression
2025-11-09,u1927,control,push,new,impression
2025-11-09,u1928,control,push,new,impression
2025-11-09,u1929,control,push,new,impression
2025-11-09,u1930,control,push,new,impression
2025-11-09,u1931,control,push,new,impression
2025-11-09,u1932,control,push,new,impression
2025-11-09,u1933,control,push,new,impression
2025-11-09,u1934,control,push,new,impression
2025-11-09,u1935,control,push,returning,impression
2025-11-09,u1936,control,push,returning,impression
2025-11-09,u1937,control,push,returning,impression
2025-11-09,u1938,control,push,returning,impression
2025-11-09,u1938,control,push,returning,click
2025-11-09,u1939,control,push,returning,impression
2025-11-09,u1940,control,push,returning,impression
2025-11-09,u1940,control,push,returning,click
2025-11-09,u1941,control,push,returning,impression
2025-11-09,u1942,control,push,returning,impression
2025-11-09,u1943,control,push,returning,impression
2025-11-09,u1944,control,push,returning,impression
2025-11-09,u1945,control,push,returning,impression
2025-11-09,u1946,control,push,returning,impression
2025-11-09,u1947,control,push,returning,impression
2025-11-09,u1948,control,push,returning,impression
2025-11-09,u1949,control,push,returning,impression
2025-11-09,u1950,control,push,returning,impression
2025-11-09,u1951,control,push,returning,impression
2025-11-09,u1952,control,push,returning,impression
2025-11-09,u1953,control,push,returning,impression
2025-11-09,u1954,control,push,returning,impression
2025-11-09,u1955,control,push,returning,impression
2025-11-09,u1956,control,web,new,impression
2025-11-09,u1957,control,web,new,impression
2025-11-09,u1958,control,web,new,impression
2025-11-09,u1959,control,web,new,impression
2025-11-09,u1960,control,web,new,impression
2025-11-09,u1961,control,web,new,impression
2025-11-09,u1962,control,web,new,impression
2025-11-09,u1963,control,web,new,impression
2025-11-09,u1964,control,web,new,impression
2025-11-09,u1964,control,web,new,click
2025-11-09,u1965,control,web,new,impression
2025-11-09,u1966,control,web,new,impression
2025-11-09,u1967,control,web,new,impression
2025-11-09,u1968,control,web,new,impression
2025-11-09,u1969,control,web,new,impression
2025-11-09,u1970,control,web,new,impression
2025-11-09,u1971,control,web,new,impression
2025-11-09,u1972,control,web,new,impression
2025-11-09,u1973,control,web,new,impression
2025-11-09,u1974,control,web,new,impression
2025-11-09,u1975,control,web,new,impression
2025-11-09,u1976,control,web,new,impression
2025-11-09,u1977,control,web,new,impression
2025-11-09,u1977,control,web,new,click
2025-11-09,u1978,control,web,new,impression
2025-11-09,u1979,control,web,new,impression
2025-11-09,u1980,control,web,new,impression
2025-11-09,u1981,control,web,returning,impression
2025-11-09,u1982,control,web,returning,impression
2025-11-09,u1983,control,web,returning,impression
2025-11-09,u1984,control,web,returning,impression
2025-11-09,u1985,control,web,returning,impression
2025-11-09,u1986,control,web,returning,impression
2025-11-09,u1987,control,web,returning,impression
2025-11-09,u1988,control,web,returning,impression
2025-11-09,u1989,control,web,returning,impression
2025-11-09,u1990,control,web,returning,impression
2025-11-09,u1991,control,web,returning,impression
2025-11-09,u1992,control,web,returning,impression
2025-11-09,u1993,control,web,returning,impression
2025-11-09,u1994,control,web,returning,impression
2025-11-09,u1995,control,web,returning,impression
2025-11-09,u1996,control,web,returning,impression
2025-11-09,u1997,control,web,returning,impression
2025-11-09,u1998,control,web,returning,impression
2025-11-09,u1999,control,web,returning,impression
2025-11-09,u2000,control,web,returning,impression
2025-11-09,u2001,control,web,returning,impression
2025-11-09,u2002,control,web,returning,impression
2025-11-09,u2003,control,web,returning,impression
2025-11-09,u2003,control,web,returning,click
2025-11-09,u2004,control,web,returning,impression
2025-11-09,u2005,control,web,returning,impression
2025-11-09,u2005,control,web,returning,click
2025-11-09,u2006,control,web,returning,impression
2025-11-09,u2007,control,web,returning,impression
2025-11-09,u2008,test,email,new,impression
2025-11-09,u2009,test,email,new,impression
2025-11-09,u2010,test,email,new,impression
2025-11-09,u2011,test,email,new,impression
2025-11-09,u2012,test,email,new,impression
2025-11-09,u2013,test,email,new,impression
2025-11-09,u2013,test,email,new,click
2025-11-09,u2014,test,email,new,impression
2025-11-09,u2014,test,email,new,click
2025-11-09,u2015,test,email,new,impression
2025-11-09,u2016,test,email,new,impression
2025-11-09,u2016,test,email,new,click
2025-11-09,u2017,test,email,new,impression
2025-11-09,u2018,test,email,new,impression
2025-11-09,u2019,test,email,new,impression
2025-11-09,u2020,test,email,new,impression
2025-11-09,u2020,test,email,new,click
2025-11-09,u2020,test,email,new,apply
2025-11-09,u2020,test,email,new,approve
2025-11-09,u2021,test,email,new,impression
2025-11-09,u2021,test,email,new,click
2025-11-09,u2022,test,email,new,impression
2025-11-09,u2023,test,email,new,impression
2025-11-09,u2024,test,email,new,impression
2025-11-09,u2024,test,email,new,click
2025-11-09,u2025,test,email,new,impression
2025-11-09,u2025,test,email,new,click
2025-11-09,u2026,test,email,new,impression
2025-11-09,u2027,test,email,new,impression
2025-11-09,u2028,test,email,new,impression
2025-11-09,u2029,test,email,new,impression
2025-11-09,u2029,test,email,new,click
2025-11-09,u2030,test,email,new,impression
2025-11-09,u2030,test,email,new,click
2025-11-09,u2031,test,email,returning,impression
2025-11-09,u2032,test,email,returning,impression
2025-11-09,u2033,test,email,returning,impression
2025-11-09,u2034,test,email,returning,impression
2025-11-09,u2034,test,email,returning,click
2025-11-09,u2035,test,email,returning,impression
2025-11-09,u2036,test,email,returning,impression
2025-11-09,u2037,test,email,returning,impression
2025-11-09,u2038,test,email,returning,impression
2025-11-09,u2039,test,email,returning,impression
2025-11-09,u2040,test,email,returning,impression
2025-11-09,u2041,test,email,returning,impression
2025-11-09,u2042,test,email,returning,impression
2025-11-09,u2043,test,email,returning,impression
2025-11-09,u2044,test,email,returning,impression
2025-11-09,u2045,test,email,returning,impression
2025-11-09,u2046,test,email,returning,impression
2025-11-09,u2047,test,email,returning,impression
2025-11-09,u2048,test,email,returning,impression
2025-11-09,u2049,test,email,returning,impression
2025-11-09,u2050,test,email,returning,impression
2025-11-09,u2051,test,email,returning,impression
2025-11-09,u2052,test,email,returning,impression
2025-11-09,u2053,test,email,returning,impression
2025-11-09,u2054,test,email,returning,impression
2025-11-09,u2055,test,push,new,impression
2025-11-09,u2055,test,push,new,click
2025-11-09,u2056,test,push,new,impression
2025-11-09,u2057,test,push,new,impression
2025-11-09,u2058,test,push,new,impression
2025-11-09,u2059,test,push,new,impression
2025-11-09,u2060,test,push,new,impression
2025-11-09,u2061,test,push,new,impression
2025-11-09,u2062,test,push,new,impression
2025-11-09,u2063,test,push,new,impression
2025-11-09,u2064,test,push,new,impression
2025-11-09,u2065,test,push,new,impression
2025-11-09,u2066,test,push,new,impression
2025-11-09,u2067,test,push,new,impression
2025-11-09,u2068,test,push,new,impression
2025-11-09,u2068,test,push,new,click
2025-11-09,u2069,test,push,new,impression
2025-11-09,u2069,test,push,new,click
2025-11-09,u2070,test,push,new,impression
2025-11-09,u2071,test,push,new,impression
2025-11-09,u2072,test,push,new,impression
2025-11-09,u2073,test,push,new,impression
2025-11-09,u2074,test,push,returning,impression
2025-11-09,u2075,test,push,returning,impression
2025-11-09,u2075,test,push,returning,click
2025-11-09,u2076,test,push,returning,impression
2025-11-09,u2076,test,push,returning,click
2025-11-09,u2077,test,push,returning,impression
2025-11-09,u2078,test,push,returning,impression
2025-11-09,u2079,test,push,returning,impression
2025-11-09,u2080,test,push,returning,impression
2025-11-09,u2081,test,push,returning,impression
2025-11-09,u2082,test,push,returning,impression
2025-11-09,u2083,test,push,returning,impression
2025-11-09,u2084,test,push,returning,impression
2025-11-09,u2085,test,push,returning,impression
2025-11-09,u2086,test,push,returning,impression
2025-11-09,u2087,test,push,returning,impression
2025-11-09,u2088,test,push,returning,impression
2025-11-09,u2088,test,push,returning,click
2025-11-09,u2088,test,push,returning,apply
2025-11-09,u2089,test,push,returning,impression
2025-11-09,u2090,test,push,returning,impression
2025-11-09,u2091,test,push,returning,impression
2025-11-09,u2092,test,push,returning,impression
2025-11-09,u2093,test,push,returning,impression
2025-11-09,u2094,test,push,returning,impression
2025-11-09,u2095,test,web,new,impression
2025-11-09,u2096,test,web,new,impression
2025-11-09,u2097,test,web,new,impression
2025-11-09,u2098,test,web,new,impression
2025-11-09,u2099,test,web,new,impression
2025-11-09,u2100,test,web,new,impression
2025-11-09,u2101,test,web,new,impression
2025-11-09,u2101,test,web,new,click
2025-11-09,u2102,test,web,new,impression
2025-11-09,u2103,test,web,new,impression
2025-11-09,u2104,test,web,new,impression
2025-11-09,u2104,test,web,new,click
2025-11-09,u2104,test,web,new,apply
2025-11-09,u2104,test,web,new,approve
2025-11-09,u2105,test,web,new,impression
2025-11-09,u2106,test,web,new,impression
2025-11-09,u2107,test,web,new,impression
2025-11-09,u2108,test,web,new,impression
2025-11-09,u2109,test,web,new,impression
2025-11-09,u2110,test,web,new,impression
2025-11-09,u2111,test,web,new,impression
2025-11-09,u2112,test,web,new,impression
2025-11-09,u2113,test,web,new,impression
2025-11-09,u2114,test,web,new,impression
2025-11-09,u2115,test,web,new,impression
2025-11-09,u2116,test,web,new,impression
2025-11-09,u2117,test,web,new,impression
2025-11-09,u2118,test,web,new,impression
2025-11-09,u2119,test,web,new,impression
2025-11-09,u2120,test,web,returning,impression
2025-11-09,u2121,test,web,returning,impression
2025-11-09,u2121,test,web,returning,click
2025-11-09,u2122,test,web,returning,impression
2025-11-09,u2123,test,web,returning,impression
2025-11-09,u2124,test,web,returning,impression
2025-11-09,u2125,test,web,returning,impression
2025-11-09,u2126,test,web,returning,impression
2025-11-09,u2127,test,web,returning,impression
2025-11-09,u2128,test,web,returning,impression
2025-11-09,u2129,test,web,returning,impression
2025-11-09,u2129,test,web,returning,click
2025-11-09,u2130,test,web,returning,impression
2025-11-09,u2130,test,web,returning,click
2025-11-09,u2130,test,web,returning,apply
2025-11-09,u2130,test,web,returning,approve
2025-11-09,u2131,test,web,returning,impression
2025-11-09,u2132,test,web,returning,impression
2025-11-09,u2133,test,web,returning,impression
2025-11-09,u2134,test,web,returning,impression
2025-11-09,u2134,test,web,returning,click
2025-11-09,u2135,test,web,returning,impression
2025-11-09,u2136,test,web,returning,impression
2025-11-09,u2137,test,web,returning,impression
2025-11-09,u2138,test,web,returning,impression
2025-11-09,u2139,test,web,returning,impression
2025-11-09,u2140,test,web,returning,impression
2025-11-09,u2141,test,web,returning,impression
2025-11-09,u2142,test,web,returning,impression
2025-11-09,u2143,test,web,returning,impression
2025-11-09,u2144,test,web,returning,impression
2025-11-09,u2145,test,web,returning,impression
2025-11-09,u2145,test,web,returning,click
2025-11-09,u2146,test,web,returning,impression
2025-11-10,u2147,control,email,new,impression
2025-11-10,u2148,control,email,new,impression
2025-11-10,u2149,control,email,new,impression
2025-11-10,u2150,control,email,new,impression
2025-11-10,u2151,control,email,new,impression
2025-11-10,u2151,control,email,new,click
2025-11-10,u2152,control,email,new,impression
2025-11-10,u2153,control,email,new,impression
2025-11-10,u2154,control,email,new,impression
2025-11-10,u2155,control,email,new,impression
2025-11-10,u2156,control,email,new,impression
2025-11-10,u2157,control,email,new,impression
2025-11-10,u2158,control,email,new,impression
2025-11-10,u2159,control,email,new,impression
2025-11-10,u2160,control,email,new,impression
2025-11-10,u2161,control,email,new,impression
2025-11-10,u2162,control,email,new,impression
2025-11-10,u2163,control,email,new,impression
2025-11-10,u2163,control,email,new,click
2025-11-10,u2164,control,email,new,impression
2025-11-10,u2165,control,email,new,impression
2025-11-10,u2166,control,email,new,impression
2025-11-10,u2167,control,email,new,impression
2025-11-10,u2168,control,email,new,impression
2025-11-10,u2169,control,email,returning,impression
2025-11-10,u2170,control,email,returning,impression
2025-11-10,u2170,control,email,returning,click
2025-11-10,u2171,control,email,returning,impression
2025-11-10,u2172,control,email,returning,impression
2025-11-10,u2173,control,email,returning,impression
2025-11-10,u2173,control,email,returning,click
2025-11-10,u2174,control,email,returning,impression
2025-11-10,u2175,control,email,returning,impression
2025-11-10,u2175,control,email,returning,click
2025-11-10,u2176,control,email,returning,impression
2025-11-10,u2177,control,email,returning,impression
2025-11-10,u2178,control,email,returning,impression
2025-11-10,u2179,control,email,returning,impression
2025-11-10,u2180,control,email,returning,impression
2025-11-10,u2181,control,email,returning,impression
2025-11-10,u2181,control,email,returning,click
2025-11-10,u2181,control,email,returning,apply
2025-11-10,u2181,control,email,returning,approve
2025-11-10,u2182,control,email,returning,impression
2025-11-10,u2183,control,email,returning,impression
2025-11-10,u2183,control,email,returning,click
2025-11-10,u2184,control,email,returning,impression
2025-11-10,u2185,control,email,returning,impression
2025-11-10,u2186,control,email,returning,impression
2025-11-10,u2187,control,email,returning,impression
2025-11-10,u2188,control,email,returning,impression
2025-11-10,u2189,control,email,returning,impression
2025-11-10,u2190,control,email,returning,impression
2025-11-10,u2191,control,email,returning,impression
2025-11-10,u2192,control,email,returning,impression
2025-11-10,u2193,control,push,new,impression
2025-11-10,u2194,control,push,new,impression
2025-11-10,u2195,control,push,new,impression
2025-11-10,u2196,control,push,new,impression
2025-11-10,u2197,control,push,new,impression
2025-11-10,u2198,control,push,new,impression
2025-11-10,u2199,control,push,new,impression
2025-11-10,u2200,control,push,new,impression
2025-11-10,u2201,control,push,new,impression
2025-11-10,u2202,control,push,new,impression
2025-11-10,u2203,control,push,new,impression
2025-11-10,u2204,control,push,new,impression
2025-11-10,u2205,control,push,new,impression
2025-11-10,u2206,control,push,new,impression
2025-11-10,u2207,control,push,new,impression
2025-11-10,u2208,control,push,new,impression
2025-11-10,u2209,control,push,new,impression
2025-11-10,u2209,control,push,new,click
2025-11-10,u2210,control,push,new,impression
2025-11-10,u2211,control,push,new,impression
2025-11-10,u2211,control,push,new,click
2025-11-10,u2212,control,push,returning,impression
2025-11-10,u2213,control,push,returning,impression
2025-11-10,u2214,control,push,returning,impression
2025-11-10,u2214,control,push,returning,click
2025-11-10,u2215,control,push,returning,impression
2025-11-10,u2216,control,push,returning,impression
2025-11-10,u2217,control,push,returning,impression
2025-11-10,u2218,control,push,returning,impression
2025-11-10,u2219,control,push,returning,impression
2025-11-10,u2220,control,push,returning,impression
2025-11-10,u2221,control,push,returning,impression
2025-11-10,u2221,control,push,returning,click
2025-11-10,u2222,control,push,returning,impression
2025-11-10,u2223,control,push,returning,impression
2025-11-10,u2224,control,push,returning,impression
2025-11-10,u2225,control,push,returning,impression
2025-11-10,u2226,control,push,returning,impression
2025-11-10,u2227,control,push,returning,impression
2025-11-10,u2228,control,push,returning,impression
2025-11-10,u2229,control,push,returning,impression
2025-11-10,u2230,control,push,returning,impression
2025-11-10,u2231,control,push,returning,impression
2025-11-10,u2231,control,push,returning,click
2025-11-10,u2231,control,push,returning,apply
2025-11-10,u2232,control,web,new,impression
2025-11-10,u2233,control,web,new,impression
2025-11-10,u2234,control,web,new,impression
2025-11-10,u2234,control,web,new,click
2025-11-10,u2235,control,web,new,impression
2025-11-10,u2236,control,web,new,impression
2025-11-10,u2237,control,web,new,impression
2025-11-10,u2238,control,web,new,impression
2025-11-10,u2239,control,web,new,impression
2025-11-10,u2239,control,web,new,click
2025-11-10,u2240,control,web,new,impression
2025-11-10,u2241,control,web,new,impression
2025-11-10,u2242,control,web,new,impression
2025-11-10,u2243,control,web,new,impression
2025-11-10,u2244,control,web,new,impression
2025-11-10,u2245,control,web,new,impression
2025-11-10,u2245,control,web,new,click
2025-11-10,u2246,control,web,new,impression
2025-11-10,u2247,control,web,new,impression
2025-11-10,u2248,control,web,new,impression
2025-11-10,u2249,control,web,new,impression
2025-11-10,u2250,control,web,new,impression
2025-11-10,u2250,control,web,new,click
2025-11-10,u2251,control,web,new,impression
2025-11-10,u2252,control,web,new,impression
2025-11-10,u2253,control,web,new,impression
2025-11-10,u2254,control,web,new,impression
2025-11-10,u2255,control,web,new,impression
2025-11-10,u2256,control,web,new,impression
2025-11-10,u2257,control,web,returning,impression
2025-11-10,u2258,control,web,returning,impression
2025-11-10,u2259,control,web,returning,impression
2025-11-10,u2260,control,web,returning,impression
2025-11-10,u2261,control,web,returning,impression
2025-11-10,u2262,control,web,returning,impression
2025-11-10,u2263,control,web,returning,impression
2025-11-10,u2264,control,web,returning,impression
2025-11-10,u2265,control,web,returning,impression
2025-11-10,u2266,control,web,returning,impression
2025-11-10,u2267,control,web,returning,impression
2025-11-10,u2268,control,web,returning,impression
2025-11-10,u2268,control,web,returning,click
2025-11-10,u2269,control,web,returning,impression
2025-11-10,u2270,control,web,returning,impression
2025-11-10,u2271,control,web,returning,impression
2025-11-10,u2272,control,web,returning,impression
2025-11-10,u2273,control,web,returning,impression
2025-11-10,u2274,control,web,returning,impression
2025-11-10,u2275,control,web,returning,impression
2025-11-10,u2276,control,web,returning,impression
2025-11-10,u2277,control,web,returning,impression
2025-11-10,u2278,control,web,returning,impression
2025-11-10,u2278,control,web,returning,click
2025-11-10,u2279,control,web,returning,impression
2025-11-10,u2280,control,web,returning,impression
2025-11-10,u2281,control,web,returning,impression
2025-11-10,u2282,control,web,returning,impression
2025-11-10,u2283,test,email,new,impression
2025-11-10,u2284,test,email,new,impression
2025-11-10,u2285,test,email,new,impression
2025-11-10,u2286,test,email,new,impression
2025-11-10,u2287,test,email,new,impression
2025-11-10,u2287,test,email,new,click
2025-11-10,u2288,test,email,new,impression
2025-11-10,u2289,test,email,new,impression
2025-11-10,u2290,test,email,new,impression
2025-11-10,u2291,test,email,new,impression
2025-11-10,u2292,test,email,new,impression
2025-11-10,u2293,test,email,new,impression
2025-11-10,u2294,test,email,new,impression
2025-11-10,u2295,test,email,new,impression
2025-11-10,u2296,test,email,new,impression
2025-11-10,u2297,test,email,new,impression
2025-11-10,u2297,test,email,new,click
2025-11-10,u2298,test,email,new,impression
2025-11-10,u2299,test,email,new,impression
2025-11-10,u2300,test,email,new,impression
2025-11-10,u2300,test,email,new,click
2025-11-10,u2301,test,email,new,impression
2025-11-10,u2302,test,email,new,impression
2025-11-10,u2303,test,email,new,impression
2025-11-10,u2304,test,email,new,impression
2025-11-10,u2305,test,email,returning,impression
2025-11-10,u2306,test,email,returning,impression
2025-11-10,u2307,test,email,returning,impression
2025-11-10,u2308,test,email,returning,impression
2025-11-10,u2309,test,email,returning,impression
2025-11-10,u2310,test,email,returning,impression
2025-11-10,u2311,test,email,returning,impression
2025-11-10,u2312,test,email,returning,impression
2025-11-10,u2313,test,email,returning,impression
2025-11-10,u2314,test,email,returning,impression
2025-11-10,u2314,test,email,returning,click
2025-11-10,u2315,test,email,returning,impression
2025-11-10,u2316,test,email,returning,impression
2025-11-10,u2317,test,email,returning,impression
2025-11-10,u2318,test,email,returning,impression
2025-11-10,u2319,test,email,returning,impression
2025-11-10,u2320,test,email,returning,impression
2025-11-10,u2321,test,email,returning,impression
2025-11-10,u2322,test,email,returning,impression
2025-11-10,u2323,test,email,returning,impression
2025-11-10,u2324,test,email,returning,impression
2025-11-10,u2325,test,email,returning,impression
2025-11-10,u2326,test,email,returning,impression
2025-11-10,u2327,test,email,returning,impression
2025-11-10,u2328,test,email,returning,impression
2025-11-10,u2329,test,push,new,impression
2025-11-10,u2330,test,push,new,impression
2025-11-10,u2331,test,push,new,impression
2025-11-10,u2332,test,push,new,impression
2025-11-10,u2333,test,push,new,impression
2025-11-10,u2334,test,push,new,impression
2025-11-10,u2335,test,push,new,impression
2025-11-10,u2335,test,push,new,click
2025-11-10,u2336,test,push,new,impression
2025-11-10,u2337,test,push,new,impression
2025-11-10,u2338,test,push,new,impression
2025-11-10,u2339,test,push,new,impression
2025-11-10,u2340,test,push,new,impression
2025-11-10,u2341,test,push,new,impression
2025-11-10,u2342,test,push,new,impression
2025-11-10,u2343,test,push,new,impression
2025-11-10,u2344,test,push,new,impression
2025-11-10,u2345,test,push,new,impression
2025-11-10,u2346,test,push,new,impression
2025-11-10,u2347,test,push,new,impression
2025-11-10,u2347,test,push,new,click
2025-11-10,u2348,test,push,returning,impression
2025-11-10,u2349,test,push,returning,impression
2025-11-10,u2350,test,push,returning,impression
2025-11-10,u2350,test,push,returning,click
2025-11-10,u2351,test,push,returning,impression
2025-11-10,u2352,test,push,returning,impression
2025-11-10,u2352,test,push,returning,click
2025-11-10,u2353,test,push,returning,impression
2025-11-10,u2354,test,push,returning,impression
2025-11-10,u2355,test,push,returning,impression
2025-11-10,u2356,test,push,returning,impression
2025-11-10,u2357,test,push,returning,impression
2025-11-10,u2358,test,push,returning,impression
2025-11-10,u2359,test,push,returning,impression
2025-11-10,u2359,test,push,returning,click
2025-11-10,u2360,test,push,returning,impression
2025-11-10,u2361,test,push,returning,impression
2025-11-10,u2362,test,push,returning,impression
2025-11-10,u2363,test,push,returning,impression
2025-11-10,u2364,test,push,returning,impression
2025-11-10,u2364,test,push,returning,click
2025-11-10,u2365,test,push,returning,impression
2025-11-10,u2366,test,push,returning,impression
2025-11-10,u2367,test,push,returning,impression
2025-11-10,u2368,test,web,new,impression
2025-11-10,u2369,test,web,new,impression
2025-11-10,u2370,test,web,new,impression
2025-11-10,u2371,test,web,new,impression
2025-11-10,u2372,test,web,new,impression
2025-11-10,u2373,test,web,new,impression
2025-11-10,u2374,test,web,new,impression
2025-11-10,u2375,test,web,new,impression
2025-11-10,u2375,test,web,new,click
2025-11-10,u2376,test,web,new,impression
2025-11-10,u2377,test,web,new,impression
2025-11-10,u2378,test,web,new,impression
2025-11-10,u2379,test,web,new,impression
2025-11-10,u2380,test,web,new,impression
2025-11-10,u2381,test,web,new,impression
2025-11-10,u2382,test,web,new,impression
2025-11-10,u2383,test,web,new,impression
2025-11-10,u2384,test,web,new,impression
2025-11-10,u2385,test,web,new,impression
2025-11-10,u2386,test,web,new,impression
2025-11-10,u2387,test,web,new,impression
2025-11-10,u2388,test,web,new,impression
2025-11-10,u2388,test,web,new,click
